,num,noaa_u,datetime_u,date_p_u,lat_u,lon_u,lon_c_u,cent_dist_u,pos_angle_u,area_obs_u,area_cor_u,spot_n_u,class_z_u,class_h_u,noaa_d,datetime_d,date_p_d,lat_d,lon_d,lon_c_d,cent_dist_d,pos_angle_d,area_u_obs_d,area_obs_d,area_u_cor_d,area_cor_d,lat_f_d,lat_l_d,lon_f_d,lon_l_d,tilt_d,m1,m2,m3,m4,m5,m6,m7,ac,cycle
59,60,7321,1992-10-27 00:00:00,1992.8218994140625,-24.0,11.0,71.0,0.5090000033378601,200.0,1583.0,920.0,27.0,Dkc,BGD,7321,1992-10-27 07:50:12,1992.8214111328125,-25.100000381469727,21.25,70.91999816894531,0.5950000286102295,213.63999938964844,417.0,2492.0,258.0,1533.0,-22.90999984741211,-25.170000076293945,67.7300033569336,71.0199966430664,-37.15999984741211,,,T,R,P,,V,1.0,22
60,61,7324,1992-11-02 00:00:00,1992.83837890625,16.0,9.0,350.0,0.25600001215934753,324.1000061035156,96.0,50.0,13.0,Cao,B,7324,1992-11-01 08:55:25,1992.835205078125,15.449999809265137,6.659999847412109,349.7799987792969,0.2257000058889389,330.20001220703125,14.0,143.0,7.0,75.0,14.979999542236328,16.149999618530273,349.0,350.9700012207031,-31.6299991607666,,,,,P,N,V,1.0,22
61,62,7338,1992-11-13 00:00:00,1992.8685302734375,5.0,33.0,229.0,0.5440000295639038,274.79998779296875,33.0,20.0,2.0,Bxo,B,7338,1992-11-11 07:29:02,1992.862548828125,6.190000057220459,15.470000267028809,227.5500030517578,0.27300000190734863,281.6499938964844,0.0,25.0,0.0,13.0,7.210000038146973,5.010000228881836,226.83999633789062,228.3800048828125,55.18000030517578,S,,,,,,V,1.0,22
62,63,7359,1992-12-06 00:00:00,1992.9315185546875,28.0,-33.0,220.0,0.671999990940094,45.70000076293945,29.0,20.0,4.0,Bxo,B,7359,1992-12-06 12:14:34,1992.9315185546875,-28.309999465942383,-18.969999313354492,220.99000549316406,0.5577999949455261,149.0399932861328,0.0,34.0,0.0,20.0,-28.59000015258789,-27.899999618530273,219.80999755859375,222.75,14.930000305175781,S,,,,,,V,1.0,22
63,64,7365,1992-12-14 00:00:00,1992.953369140625,-21.0,45.0,192.0,0.7459999918937683,242.3000030517578,119.0,90.0,1.0,Axo,B,7365,1992-12-10 05:47:00,1992.9417724609375,-21.1200008392334,4.400000095367432,195.19000244140625,0.3652999997138977,191.41000366210938,55.0,247.0,29.0,131.0,-21.760000228881836,-20.739999771118164,192.39999389648438,196.86000061035156,13.829999923706055,,,,,,,V,1.0,22
64,65,7427,1993-02-19 00:00:00,1993.13427734375,-20.0,-24.0,321.0,0.4480000138282776,121.5,160.0,90.0,15.0,Cao,B,7427,1993-02-18 11:22:29,1993.1314697265625,-19.3700008392334,-24.229999542236328,321.6300048828125,0.4496999979019165,120.19000244140625,23.0,334.0,13.0,183.0,-19.520000457763672,-19.25,320.2099914550781,322.8500061035156,6.28000020980835,,,,,,,V,1.0,22
65,66,7430,1993-02-25 00:00:00,1993.150634765625,9.0,48.0,314.0,0.7720000147819519,287.8999938964844,178.0,140.0,15.0,Bxo,B,7430,1993-02-24 10:25:56,1993.1478271484375,8.460000038146973,48.060001373291016,315.45001220703125,0.7720999717712402,287.30999755859375,54.0,360.0,40.0,284.0,9.020000457763672,7.760000228881836,312.8399963378906,318.739990234375,12.260000228881836,,,,,,,V,1.0,22
66,67,7506,1993-05-17 00:00:00,1993.37255859375,13.0,-12.0,265.0,0.3319999873638153,37.599998474121094,18.0,10.0,3.0,Axo,B,7506,1993-05-17 11:59:04,1993.37255859375,13.279999732971191,0.6200000047683716,264.9700012207031,0.26969999074935913,357.760009765625,7.0,37.0,4.0,18.0,14.399999618530273,12.729999542236328,263.82000732421875,265.5299987792969,45.06999969482422,,,,,P,N,V,1.0,22
67,68,nan,,,,,,,,,,,nan,B,7510a,1993-05-26 08:08:23,1993.3968505859375,3.880000114440918,2.7699999809265137,150.1699981689453,0.1039000004529953,332.92999267578125,1.0,7.0,1.0,3.0,3.4100000858306885,4.110000133514404,148.77999877929688,150.86000061035156,-18.639999389648438,S,,,,,,V,1.0,22
68,69,7562,1993-08-13 00:00:00,1993.6136474609375,9.0,62.0,255.0,0.878000020980835,276.70001220703125,210.0,220.0,15.0,Dai,B,7562,1993-08-13 06:08:04,1993.613037109375,9.619999885559082,73.38999938964844,256.5400085449219,0.9546999931335449,278.07000732421875,30.0,236.0,51.0,403.0,9.720000267028809,9.479999542236328,254.55999755859375,259.4200134277344,2.7699999809265137,,,,,,,V,1.0,22
69,70,7581,1993-09-19 00:00:00,1993.715087890625,-12.0,-29.0,35.0,0.5680000185966492,123.4000015258789,98.0,60.0,17.0,Dro,B,7581,1993-09-16 09:31:43,1993.70654296875,-11.460000038146973,-57.45000076293945,34.65999984741211,0.8690000176429749,107.66999816894531,18.0,70.0,18.0,70.0,-11.880000114440918,-10.609999656677246,34.59000015258789,34.83000183105469,79.56999969482422,,,,,,,V,1.0,22
70,71,7617,1993-11-07 00:00:00,1993.849365234375,-18.0,-56.0,81.0,0.859000027179718,113.4000015258789,30.0,30.0,5.0,Bxo,B,7617,1993-11-06 13:28:20,1993.8468017578125,-20.239999771118164,-52.68000030517578,84.4800033569336,0.8407999873161316,117.16000366210938,3.0,18.0,3.0,16.0,-19.799999237060547,-20.979999542236328,84.30000305175781,84.77999877929688,-69.11000061035156,S,,T,,,,V,1.0,22
71,72,nan,,,,,,,,,,,nan,B,7617m,1993-11-08 07:18:12,1993.8515625,-13.899999618530273,-32.540000915527344,81.6500015258789,0.5996999740600586,119.11000061035156,1.0,10.0,0.0,6.0,-14.739999771118164,-13.050000190734863,80.5,82.79000091552734,37.279998779296875,S,,,,,,V,1.0,22
72,73,7628,1993-12-02 00:00:00,1993.9178466796875,-21.0,68.0,236.0,0.9380000233650208,247.3000030517578,13.0,20.0,2.0,Axo,A,7628,1993-12-01 12:25:45,1993.9151611328125,-20.290000915527344,66.01000213623047,234.24000549316406,0.9279999732971191,247.66000366210938,4.0,28.0,5.0,37.0,-19.780000686645508,-20.3700008392334,232.24000549316406,234.5500030517578,-15.15999984741211,S,,,,,,V,1.0,22
73,74,nan,,,,,,,,,,,nan,B,7704m,1994-04-25 08:59:35,1994.31201171875,1.2200000286102295,-5.0,54.2400016784668,0.13590000569820404,40.060001373291016,1.0,7.0,1.0,4.0,1.3700000047683716,0.7599999904632568,53.91999816894531,55.220001220703125,25.139999389648438,S,,,,,,V,1.0,22
74,75,7707,1994-04-30 00:00:00,1994.3260498046875,-1.0,72.0,76.0,0.9509999752044678,270.29998779296875,24.0,40.0,4.0,Cro,B,7707,1994-04-29 05:46:45,1994.3226318359375,-0.9700000286102295,69.7300033569336,77.9000015258789,0.939300000667572,270.5799865722656,6.0,26.0,9.0,37.0,-0.9300000071525574,-1.0700000524520874,77.06999969482422,80.12999725341797,-2.6600000858306885,,E,,,,,V,1.0,22
75,76,7718,1994-05-07 00:00:00,1994.34521484375,9.0,-33.0,239.0,0.5759999752044678,69.0999984741211,16.0,10.0,2.0,Axo,A,7718,1994-05-06 14:11:39,1994.3427734375,10.199999809265137,-31.850000381469727,238.97000122070312,0.5697000026702881,66.16999816894531,2.0,7.0,1.0,4.0,10.390000343322754,9.640000343322754,238.50999450683594,240.36000061035156,22.389999389648438,S,,,,,,V,1.0,22
76,77,7831,1995-01-21 00:00:00,1995.0548095703125,-1.0,9.0,101.0,0.17299999296665192,295.20001220703125,39.0,20.0,3.0,Cro,B,7831,1995-01-20 06:36:00,1995.0513916015625,-0.23000000417232513,5.269999980926514,100.47000122070312,0.12520000338554382,312.489990234375,6.0,34.0,3.0,17.0,0.03999999910593033,-0.5299999713897705,99.7699966430664,101.25,-21.190000534057617,S,E,,,,,V,1.0,22
77,78,7741,1994-06-26 00:00:00,1994.482177734375,4.0,6.0,336.0,0.1080000028014183,284.5,19.0,10.0,3.0,Bxo,B,7741,1994-06-26 13:10:26,1994.4822998046875,4.199999809265137,19.079999923706055,335.8299865722656,0.32919999957084656,276.07000732421875,2.0,14.0,1.0,7.0,4.519999980926514,3.950000047683716,334.8900146484375,336.55999755859375,18.81999969482422,S,,,,,,V,1.0,22
78,79,7746,1994-07-09 00:00:00,1994.517822265625,11.0,-2.0,156.0,0.1289999932050705,15.399999618530273,138.0,70.0,,nan,BD,7746,1994-07-09 15:23:11,1994.5181884765625,11.079999923706055,13.510000228881836,156.97999572753906,0.26460000872612,299.6199951171875,33.0,249.0,16.0,128.0,,,,,,,,,,X,,V,0.5378151535987854,22
79,80,7755,1994-07-13 00:00:00,1994.52880859375,6.0,8.0,113.0,0.1420000046491623,282.6000061035156,19.0,10.0,1.0,Bxo,A,7755,1994-07-14 10:19:07,1994.5313720703125,7.599999904632568,34.61000061035156,114.7300033569336,0.569599986076355,277.2099914550781,1.0,8.0,0.0,5.0,7.480000019073486,8.100000381469727,114.22000122070312,116.75,-13.979999542236328,S,,,,,,V,1.0,22
80,81,7762,1994-08-04 00:00:00,1994.5889892578125,6.0,-66.0,108.0,0.9110000133514404,86.19999694824219,132.0,160.0,9.0,Dso,B,7762,1994-08-03 10:29:17,1994.586181640625,5.03000020980835,-66.62999725341797,108.79000091552734,0.9164000153541565,87.08999633789062,23.0,145.0,28.0,181.0,4.570000171661377,5.590000152587891,106.61000061035156,111.5199966430664,-11.75,,,,,,,V,1.0,22
81,82,7788,1994-10-15 00:00:00,1994.7862548828125,-1.0,31.0,334.0,0.5249999761581421,258.6000061035156,51.0,30.0,10.0,Bxo,B,7788,1994-10-14 13:33:47,1994.78369140625,-0.5600000023841858,33.16999816894531,336.05999755859375,0.5572999715805054,260.0799865722656,13.0,95.0,8.0,57.0,0.4000000059604645,-0.9700000286102295,333.510009765625,337.1400146484375,-20.610000610351562,,E,,,,,V,1.0,22
82,83,7827,1995-01-20 00:00:00,1995.052001953125,-8.0,5.0,110.0,0.0989999994635582,240.3000030517578,378.0,190.0,19.0,Cao,BGD,7827,1995-01-18 12:52:02,1995.046630859375,-7.440000057220459,-4.340000152587891,113.75,0.08990000188350677,123.81999969482422,82.0,568.0,41.0,282.0,-7.150000095367432,-7.480000019073486,109.13999938964844,114.44000244140625,-3.6600000858306885,,,,,,,V,1.0,22
83,84,7832,1995-02-01 00:00:00,1995.0849609375,-19.0,65.0,12.0,0.9020000100135803,251.8000030517578,69.0,80.0,8.0,Cso,B,7832,1995-01-31 12:07:35,1995.0821533203125,-19.479999542236328,63.529998779296875,10.859999656677246,0.8928999900817871,251.1300048828125,19.0,115.0,21.0,129.0,-19.780000686645508,-19.200000762939453,8.609999656677246,12.880000114440918,8.1899995803833,,,,,,,V,1.0,22
84,85,nan,,,,,,,,,,,nan,B,7861a,1995-03-30 13:22:15,1995.2412109375,-7.300000190734863,-19.790000915527344,242.74000549316406,0.3379000127315521,93.1500015258789,2.0,9.0,1.0,5.0,-6.650000095367432,-7.739999771118164,242.6300048828125,242.82000732421875,-80.19000244140625,S,,T,,,,V,1.0,22
85,86,7860,1995-04-03 00:00:00,1995.2520751953125,-1.0,41.0,264.0,0.6589999794960022,275.70001220703125,45.0,30.0,5.0,Dro,B,7860,1995-04-03 06:33:52,1995.25146484375,-1.5,52.099998474121094,265.5899963378906,0.7919999957084656,273.1199951171875,19.0,93.0,16.0,76.0,-1.159999966621399,-1.850000023841858,264.17999267578125,267.0899963378906,-13.369999885559082,,,,,,,V,1.0,22
86,87,7872,1995-05-15 00:00:00,1995.3670654296875,13.0,-68.0,320.0,0.9350000023841858,75.0999984741211,14.0,20.0,2.0,Bxo,B,7872,1995-05-15 11:55:30,1995.3670654296875,11.0600004196167,-53.08000183105469,322.6400146484375,0.8165000081062317,74.4000015258789,4.0,11.0,3.0,10.0,11.630000114440918,10.920000076293945,319.8800048828125,323.3299865722656,11.84000015258789,,,,,,,V,1.0,22
87,88,7881,1995-06-19 00:00:00,1995.4630126953125,1.0,-13.0,272.0,0.22499999403953552,92.9000015258789,19.0,10.0,2.0,Axo,A,7881,1995-06-18 15:29:10,1995.460693359375,0.8700000047683716,-10.960000038146973,272.8699951171875,0.1914999932050705,92.45999908447266,6.0,14.0,3.0,8.0,0.1899999976158142,1.5499999523162842,272.1499938964844,273.5799865722656,-43.56999969482422,S,,,,,,V,1.0,22
88,89,7884,1995-06-30 00:00:00,1995.4931640625,3.0,-5.0,135.0,0.08699999749660492,89.19999694824219,0.0,0.0,1.0,Axo,A,7884,1995-06-29 08:05:22,1995.489990234375,3.180000066757202,-7.889999866485596,134.4199981689453,0.13899999856948853,86.31999969482422,2.0,5.0,1.0,3.0,4.659999847412109,2.440000057220459,133.91000366210938,134.67999267578125,70.9000015258789,S,,T,,,,V,1.0,22
89,90,7893,1995-07-26 00:00:00,1995.5643310546875,-17.0,-31.0,125.0,0.6150000095367432,126.80000305175781,15.0,10.0,2.0,Bxo,B,7893,1995-07-27 05:49:55,1995.56640625,-16.579999923706055,-7.119999885559082,125.88999938964844,0.3935999870300293,162.4499969482422,3.0,10.0,1.0,5.0,-17.770000457763672,-15.729999542236328,124.5999984741211,126.80000305175781,43.880001068115234,S,,,,,,V,1.0,22
90,91,7899,1995-08-13 00:00:00,1995.6136474609375,-19.0,-63.0,215.0,0.9210000038146973,113.9000015258789,7.0,10.0,2.0,Axo,B,7899,1995-08-16 04:58:00,1995.62109375,-17.43000030517578,-14.770000457763672,214.25999450683594,0.47440001368522644,149.0399932861328,5.0,20.0,2.0,12.0,-16.950000762939453,-17.59000015258789,212.25999450683594,214.92999267578125,-13.899999618530273,,,,,,,V,1.0,22
91,92,7902,1995-08-26 00:00:00,1995.6492919921875,-10.0,28.0,134.0,0.5400000214576721,238.8000030517578,50.0,30.0,7.0,Dao,B,7902,1995-08-25 07:11:49,1995.64599609375,-9.630000114440918,25.850000381469727,134.72000122070312,0.5121999979019165,237.3800048828125,41.0,121.0,24.0,71.0,-9.199999809265137,-9.890000343322754,132.8000030517578,135.85000610351562,-12.84000015258789,,,,,,,V,1.0,22
92,93,7912,1995-10-13 00:00:00,1995.78076171875,-10.0,-50.0,142.0,0.7910000085830688,107.5,428.0,350.0,14.0,Eko,B,7912,1995-10-13 08:58:22,1995.780517578125,-10.029999732971191,-36.95000076293945,144.07000732421875,0.6468999981880188,113.55999755859375,117.0,892.0,77.0,582.0,-9.479999542236328,-10.550000190734863,140.33999633789062,147.52999877929688,-8.5600004196167,,,,,,,V,1.0,22
93,94,7915,1995-10-17 00:00:00,1995.791748046875,1.0,23.0,162.0,0.3970000147819519,259.5,18.0,10.0,3.0,Bxo,B,7915,1995-10-16 07:46:43,1995.78857421875,0.3700000047683716,21.450000762939453,163.5800018310547,0.37770000100135803,256.5299987792969,5.0,14.0,2.0,8.0,0.8500000238418579,0.20999999344348907,162.5800018310547,163.89999389648438,26.09000015258789,S,,,,,,V,1.0,22
94,95,7926,1995-11-19 00:00:00,1995.8822021484375,7.0,-53.0,11.0,0.7990000247955322,82.9000015258789,72.0,60.0,5.0,Cso,B,7926,1995-11-17 05:07:00,1995.8759765625,6.78000020980835,-69.69999694824219,11.90999984741211,0.9380000233650208,83.7300033569336,6.0,78.0,9.0,111.0,6.710000038146973,6.829999923706055,9.699999809265137,13.3100004196167,-1.9900000095367432,,,,,,,V,1.0,22
95,96,7933,1995-12-28 00:00:00,1995.989013671875,-9.0,6.0,276.0,0.1509999930858612,223.3000030517578,39.0,20.0,3.0,Bxo,B,7933,1995-12-27 06:03:00,1995.985595703125,-10.760000228881836,1.6299999952316284,275.6400146484375,0.14959999918937683,191.19000244140625,16.0,71.0,8.0,35.0,-11.079999923706055,-9.479999542236328,275.30999755859375,276.9800109863281,44.279998779296875,,,,,,,V,1.0,22
96,97,7948,1996-02-26 00:00:00,1996.1534423828125,9.0,40.0,234.0,0.6819999814033508,291.5,87.0,60.0,8.0,Cao,B,7948,1996-02-25 08:23:35,1996.1502685546875,9.899999618530273,32.75,235.39999389648438,0.6011999845504761,297.25,17.0,123.0,9.0,75.0,9.600000381469727,10.050000190734863,232.47000122070312,236.80999755859375,-6.070000171661377,,,,,,,,1.0,22
97,98,7955,1996-04-04 00:00:00,1996.257568359375,0.0,70.0,123.0,0.9399999976158142,272.29998779296875,13.0,20.0,4.0,Bxo,B,7955,1996-04-03 10:28:26,1996.254638671875,0.28999999165534973,62.75,123.36000061035156,0.892300009727478,273.6099853515625,15.0,39.0,16.0,42.0,1.0,-0.15000000596046448,121.33000183105469,124.62999725341797,19.239999771118164,,E,,,,,,1.0,22
98,99,7961,1996-05-07 00:00:00,1996.347900390625,13.0,2.0,340.0,0.28299999237060547,353.1000061035156,19.0,10.0,5.0,Bxo,B,7961,1996-05-06 05:15:05,1996.344482421875,12.90999984741211,-8.369999885559082,339.239990234375,0.31869998574256897,26.610000610351562,2.0,16.0,2.0,9.0,13.140000343322754,12.800000190734863,337.9700012207031,339.8599853515625,10.520000457763672,S,,,,,,,1.0,22
99,100,8022,1997-03-15 00:00:00,1997.199951171875,-5.0,21.0,201.0,0.3580000102519989,274.70001220703125,56.0,30.0,2.0,Bxo,B,8022,1997-03-17 13:47:03,1997.2056884765625,-4.070000171661377,57.33000183105469,202.74000549316406,0.8414999842643738,269.75,5.0,35.0,5.0,33.0,-3.559999942779541,-4.230000019073486,200.11000061035156,203.5800018310547,-10.899999618530273,,,,,,,,1.0,22
100,101,8023,1997-03-19 00:00:00,1997.2109375,-10.0,22.0,149.0,0.37400001287460327,260.70001220703125,0.0,0.0,2.0,Axx,A,8023,1997-03-18 07:27:22,1997.2076416015625,-10.020000457763672,13.34000015258789,149.0500030517578,0.23479999601840973,256.54998779296875,6.0,14.0,3.0,7.0,-9.430000305175781,-10.470000267028809,148.83999633789062,149.1999969482422,-71.18000030517578,S,,T,,,,,1.0,22
101,102,8038,1997-05-14 00:00:00,1997.3643798828125,20.0,31.0,137.0,0.6150000095367432,308.1000061035156,35.0,22.0,,nan,B,8038,1997-05-14 10:24:09,1997.3642578125,20.479999542236328,37.56999969482422,139.02000427246094,0.6909999847412109,303.95001220703125,9.0,46.0,6.0,32.0,,,,,,,,,,X,,,0.31683167815208435,23
102,103,8056,1997-06-26 00:00:00,1997.482177734375,17.0,18.0,276.0,0.3889999985694885,310.6000061035156,73.0,40.0,12.0,Cro,B,8056,1997-06-26 15:59:34,1997.482666015625,17.579999923706055,30.309999465942383,279.6300048828125,0.5532000064849854,299.2099914550781,23.0,107.0,14.0,64.0,19.0,17.010000228881836,276.1600036621094,281.0199890136719,23.229999542236328,,,,,,,,1.0,23
103,104,nan,,,,,,,,,,,nan,B,8063a,1997-07-27 14:05:18,1997.5673828125,-23.3700008392334,26.469999313354492,226.6199951171875,0.6276000142097473,220.8800048828125,0.0,8.0,0.0,5.0,,,,,,S,,T,,,,V,1.0,23
104,105,8102,1997-11-03 00:00:00,1997.83837890625,30.0,-12.0,328.0,0.4740000069141388,22.299999237060547,88.0,50.0,7.0,Cao,B,8102,1997-11-02 07:36:51,1997.8350830078125,29.600000381469727,-22.6200008392334,327.04998779296875,0.5497000217437744,37.630001068115234,14.0,59.0,9.0,35.0,29.450000762939453,29.8700008392334,326.1199951171875,328.8500061035156,-9.859999656677246,S,,,,,,,1.0,23
105,106,nan,,,,,,,,,,,nan,B,8205a,1998-04-21 06:26:57,1998.30078125,-0.5899999737739563,0.029999999329447746,270.0899963378906,0.0786999985575676,359.6199951171875,3.0,9.0,1.0,4.0,-1.100000023841858,0.9599999785423279,269.8299865722656,270.8800048828125,62.9900016784668,S,E,,,,,,1.0,22
106,107,8210,1998-05-06 00:00:00,1998.3424072265625,-17.0,60.0,136.0,0.8690000176429749,252.39999389648438,475.0,480.0,10.0,Dko,GD,8210,1998-05-05 06:21:01,1998.339111328125,-16.1200008392334,50.66999816894531,135.8000030517578,0.7821999788284302,252.27999877929688,118.0,911.0,93.0,722.0,-16.239999771118164,-15.300000190734863,135.27000427246094,139.41000366210938,13.229999542236328,,,,,,,,1.0,23
107,108,8224,1998-05-20 00:00:00,1998.380859375,-35.0,-1.0,248.0,0.5460000038146973,178.5,16.0,10.0,3.0,Bxo,B,8224,1998-05-19 14:03:00,1998.3782958984375,-31.3700008392334,-6.260000228881836,249.47999572753906,0.4993000030517578,169.25999450683594,2.0,11.0,1.0,7.0,-32.099998474121094,-30.790000915527344,248.1699981689453,250.52999877929688,33.029998779296875,S,,,,,,,1.0,23
108,109,8356,1998-10-11 00:00:00,1998.775390625,21.0,30.0,176.0,0.5400000214576721,300.1000061035156,84.0,50.0,16.0,Cro,B,8356,1998-10-09 10:47:00,1998.769775390625,21.389999389648438,8.979999542236328,175.89999389648438,0.30160000920295715,330.989990234375,31.0,183.0,15.0,97.0,21.399999618530273,21.3700008392334,175.0,176.82000732421875,1.1299999952316284,,,,,,,V,1.0,23
109,110,8381,1998-11-06 00:00:00,1998.8465576171875,22.0,-16.0,147.0,0.40700000524520874,39.0,18.0,10.0,5.0,Bxo,B,8381,1998-11-06 13:43:15,1998.8468017578125,21.81999969482422,-7.820000171661377,148.22000122070312,0.3368000090122223,22.15999984741211,8.0,45.0,4.0,23.0,21.690000534057617,21.959999084472656,146.8800048828125,149.58999633789062,-6.150000095367432,,,,,,,,1.0,23
110,111,8383,1998-11-16 00:00:00,1998.8740234375,-15.0,11.0,42.0,0.3529999852180481,211.5,72.0,39.0,,nan,B,8383,1998-11-16 10:21:35,1998.873779296875,-13.930000305175781,22.3700008392334,48.38999938964844,0.4684000015258789,232.35000610351562,9.0,80.0,5.0,46.0,,,,,,,,,,X,,,0.4842105209827423,23
111,112,nan,,,,,,,,,,,nan,B,8420a,1998-12-28 13:32:34,1998.9892578125,-20.56999969482422,-16.100000381469727,174.74000549316406,0.4065999984741211,140.1199951171875,1.0,7.0,1.0,4.0,-20.600000381469727,-20.469999313354492,174.27000427246094,176.16000366210938,4.199999809265137,S,,,,,,V,1.0,23
112,113,8431,1999-01-09 00:00:00,1999.02197265625,-28.0,-19.0,21.0,0.49900001287460327,144.89999389648438,13.0,7.0,,nan,B,8431,1999-01-09 11:11:50,1999.0218505859375,-28.299999237060547,-16.479999542236328,17.610000610351562,0.4934999942779541,150.36000061035156,16.0,124.0,9.0,73.0,,,,,,,,,,X,,V,0.7448979616165161,23
113,114,8442,1999-01-21 00:00:00,1999.0548095703125,24.0,55.0,297.0,0.875,301.20001220703125,96.0,100.0,7.0,Cao,BGD,8442,1999-01-18 07:44:21,1999.046142578125,24.40999984741211,19.790000915527344,297.2699890136719,0.57669997215271,327.54998779296875,30.0,239.0,16.0,145.0,24.6299991607666,24.209999084472656,295.3900146484375,298.92999267578125,7.449999809265137,,,,,,,V,1.0,23
114,115,8474,1999-02-28 00:00:00,1999.158935546875,-24.0,38.0,139.0,0.6439999938011169,240.89999389648438,15.0,10.0,2.0,Bxo,B,8474,1999-02-27 10:14:48,1999.156005859375,-23.8799991607666,31.780000686645508,141.1699981689453,0.5717999935150146,237.6999969482422,3.0,14.0,2.0,8.0,-23.260000228881836,-24.450000762939453,140.27000427246094,142.0,-37.04999923706055,S,,,,,,,1.0,23
115,116,8486,1999-03-09 00:00:00,1999.18359375,-25.0,12.0,354.0,0.3610000014305115,211.5,18.0,10.0,5.0,Bxo,B,8486,1999-03-09 08:34:28,1999.1832275390625,-25.139999389648438,19.030000686645508,357.5799865722656,0.4332999885082245,223.33999633789062,10.0,45.0,5.0,24.0,-26.469999313354492,-23.959999084472656,356.8299865722656,358.239990234375,63.04999923706055,S,,,,,,,1.0,23
116,117,8579,1999-06-10 00:00:00,1999.4383544921875,12.0,-10.0,185.0,0.26100000739097595,40.70000076293945,19.0,10.0,3.0,Bxo,B,8579,1999-06-09 10:52:55,1999.435546875,11.739999771118164,-16.329999923706055,185.72999572753906,0.3409000039100647,54.099998474121094,3.0,24.0,1.0,13.0,12.229999542236328,11.529999732971191,183.57000732421875,186.69000244140625,12.859999656677246,S,,,,,,,1.0,23
117,118,8585,1999-06-13 00:00:00,1999.446533203125,38.0,-77.0,77.0,0.9819999933242798,51.400001525878906,12.0,32.0,,nan,B,8585,1999-06-13 07:26:38,1999.446044921875,37.06999969482422,-75.70999908447266,75.30999755859375,0.9793999791145325,52.16999816894531,8.0,49.0,19.0,118.0,,,,,,,,,,X,,,0.3608562648296356,23
118,119,8639,1999-07-23 00:00:00,1999.55615234375,38.0,50.0,35.0,0.828000009059906,313.20001220703125,448.0,400.0,12.0,Dai,B,8639,1999-07-23 06:33:15,1999.5555419921875,37.7599983215332,52.189998626708984,34.29999923706055,0.8460000157356262,312.2799987792969,59.0,702.0,54.0,650.0,38.900001525878906,36.84000015258789,32.13999938964844,36.380001068115234,31.610000610351562,,,,,,,,1.0,23
119,120,8767,1999-11-16 00:00:00,1999.8740234375,42.0,42.0,296.0,0.8140000104904175,322.29998779296875,46.0,40.0,5.0,Cso,B,8767,1999-11-15 07:59:33,1999.8707275390625,41.97999954223633,33.689998626708984,296.6600036621094,0.7623000144958496,327.1300048828125,34.0,98.0,25.0,74.0,42.68000030517578,40.810001373291016,295.1300048828125,299.1700134277344,31.90999984741211,,,,,,,,1.0,23
120,121,8816,2000-01-05 00:00:00,2000.010986328125,23.0,15.0,330.0,0.5049999952316284,331.8999938964844,34.0,20.0,6.0,Cro,B,8816,2000-01-04 09:10:04,2000.0079345703125,22.649999618530273,7.519999980926514,331.0,0.4562999904155731,344.6099853515625,12.0,57.0,7.0,32.0,22.290000915527344,23.059999465942383,330.3399963378906,331.75,-30.59000015258789,S,,,,P,,,1.0,23
121,122,8963,2000-04-19 00:00:00,2000.298583984375,16.0,-9.0,2.0,0.38999998569488525,22.700000762939453,147.0,80.0,12.0,Dao,B,8963,2000-04-19 11:07:56,2000.298583984375,15.0600004196167,-2.1600000858306885,3.430000066757202,0.3481999933719635,6.010000228881836,40.0,358.0,20.0,189.0,14.0,15.260000228881836,1.059999942779541,3.890000104904175,-24.770000457763672,,,,,,,,1.0,23
122,123,8976,2000-04-30 00:00:00,2000.3287353515625,-11.0,14.0,240.0,0.2669999897480011,242.6999969482422,115.0,60.0,9.0,Dao,BG,8976,2000-04-29 10:04:27,2000.3258056640625,-11.550000190734863,3.5399999618530273,237.58999633789062,0.14550000429153442,204.25999450683594,46.0,284.0,23.0,141.0,-11.699999809265137,-11.460000038146973,234.6699981689453,239.24000549316406,3.140000104904175,,,,,,,,1.0,23
123,124,nan,,,,,,,,,,,nan,B,8984a,2000-05-07 10:31:19,2000.3477783203125,6.949999809265137,-2.140000104904175,125.93000030517578,0.1859000027179718,11.899999618530273,1.0,9.0,0.0,5.0,5.929999828338623,7.769999980926514,125.18000030517578,126.54000091552734,-53.720001220703125,S,,,,,,,1.0,23
124,125,9007,2000-05-18 00:00:00,2000.3780517578125,-42.0,-12.0,336.0,0.6600000262260437,166.5,15.0,10.0,2.0,Bxo,B,9007,2000-05-18 05:37:29,2000.3773193359375,-40.619998931884766,-10.350000381469727,334.92999267578125,0.6381000280380249,167.6199951171875,3.0,17.0,2.0,11.0,-42.209999084472656,-40.02000045776367,334.0899963378906,335.239990234375,68.2699966430664,S,,T,,,,,1.0,23
125,126,9045,2000-06-15 00:00:00,2000.454833984375,-15.0,-19.0,318.0,0.41999998688697815,131.5,18.0,10.0,6.0,Bxo,B,9045,2000-06-14 08:54:57,2000.45166015625,-13.880000114440918,-27.709999084472656,318.4800109863281,0.5202999711036682,119.48999786376953,9.0,43.0,5.0,24.0,-14.020000457763672,-13.6899995803833,317.2799987792969,320.1099853515625,6.75,,,,,,,,1.0,23
